Company Name,Company URL,About,Summary,Industry,Location
Deltek,https://www.linkedin.com/company/deltek/,,Speed. Clarity. Control • Specialties: Project Management Software,Software Development,"Herndon, VA"
PandaDoc,https://www.linkedin.com/company/pandadoc/,,Welcome to a better way of getting things done • Specialties: Software,Software Development,"San Francisco, California"
Aspen Technology,https://www.linkedin.com/company/aspen-technology/,,AspenTech is a global software leader helping industries at the forefront of the world’s dual challenge meet the increasing demand for resources from a rapidly growing population in a profitable and sustainable manner. AspenTech solutions address complex environments where it is critical to optimize the asset design...,Software Development,"Bedford, MA"
Adroit Innovative Solutions Inc,https://www.linkedin.com/company/adroitinnovativesolutionsinc/,,Adroit Innovative Solutions is a US-based IT consulting and software development company committed to delivering technology-driven solutions that drive...,Software Development,"Frisco, Texas"
Arbisoft,https://www.linkedin.com/company/arbisoft/,,"Arbisoft is a custom software development company, and a chosen engineering partner for market leaders all over the world in a variety of verticals. With over a decade and a half of experience under our belt, we have forged lasting relationships with our clients to bring value to their users and enable digital...",Software Development,"Plano, Texas"
Via,https://www.linkedin.com/company/ridewithvia/,,"...our customers design, operate, and optimize their transit systems using software, services, and billions of proprietary real-world trip data points. The result: lower...",Software Development,"New York, New York"
VLink Inc,https://www.linkedin.com/company/vlink-inc/,,"VLink Inc. is a global software engineering and tech talent partner, delivering next-gen software development, DevOps & AI-powered solutions, and expert software professionals to businesses across the globe. Founded in 2006, VLink helps organizations—from Fortune 500s to SMBs—accelerate digital transformation, enhance...",Software Development,"South Windsor, CT"
InfoBeans,https://www.linkedin.com/company/infobeans/,,"InfoBeans specializes in AI-first software development and implementation for its enterprise clients to solve their most complex business problems. We are listed on the NSE in India with presence in the US, Europe and the Middle East. We intently focus on the philosophy that InfoBeans is our team’s second home...",Software Development,"Danville, California"
Kaseya,https://www.linkedin.com/company/kaseya/,,"Kaseya is the leading global provider of AI-powered IT management and cybersecurity software. Its Kaseya 365 platform is purpose-built to meet the demands of multifunctional IT professionals, offering a unified solution to manage infrastructure, secure endpoints, back up critical data and streamline operations...",Software Development,"Miami, FL"
Amazon Fulfillment Technologies & Robotics,https://www.linkedin.com/company/amazon-fulfillment-technologies-robotics/,,".... This includes our fleet of autonomous mobile robots, sophisticated control software, and technologies like language perception, machine learning, object...",Software Development,"North Reading, MA"
Hexagon Asset Lifecycle Intelligence,https://www.linkedin.com/company/hexagonassetlifecycleintelligence/,,"...Intelligence division is part of Hexagon (Nasdaq Stockholm: HEXA B; Hexagon.com), a global leader in sensor, software, and autonomous solutions whose technologies...",Software Development,"Madison, AL"
BigRio,https://www.linkedin.com/company/bigrio/,,"We Build AI, Data Hubs, and Modern Software",Software Development,"Boston, MA"
ArhamSoft (Pvt) Ltd,https://www.linkedin.com/company/arhamsoft-pvt-ltd/,,"Established in 2007, ArhamSoft Pvt. Ltd had a humble beginning as a Web/Mobile Applications and Search Engine Optimization services provider globally. After a decade of successful presence, we have been recognized as one of the leading software houses in Pakistan and extend the range of our services by adding social...",Software Development,"New York, NY"
Keka HR,https://www.linkedin.com/company/keka-hr/,,"Here's our story.    It all began with the frustration of using software that sucks. Prior to Keka, our core team was a 100 person business that needed an easy to use software for managing employees. We looked everywhere and all we found was software that was difficult and tedious to use. We felt SMBs deserved...",Software Development,"Seattle, Washington"
ZAPTA Technologies (Pvt.) Limited,https://www.linkedin.com/company/zaptatech/,,"ZAPTA Technologies is an AI-driven software design and development company that partners with startups, enterprises, and funded ventures to deliver tailored...",Software Development,"Houston, Texas"
Ivanti,https://www.linkedin.com/company/ivanti/,,"Ivanti is a global enterprise IT and security software company dedicated to unlocking human potential by managing, automating and protecting data and systems to empower continuous innovation. With adaptable software solutions tailored to customer needs, Ivanti empowers IT and security teams to enhance operational...",Software Development,"South Jordan, UT"
Paylocity,https://www.linkedin.com/company/paylocity/,," Paylocity (NASDAQ: PCTY) is an award-winning provider of cloud-based HR, payroll and spend management software solutions.   At Paylocity, we’re more than a leading HR, payroll, and spend management technology provider—we’re a company driven by a simple truth: People matter most.   Since 1997, we’ve been partnering...",Software Development,"Schaumburg, Illinois"
thinkbridge,https://www.linkedin.com/company/thinkbridgenow/,,"The year was 2014. Software development was becoming increasingly commoditized. Speed and cost issues were taking priority over strategy, execution, and long...",Software Development,"Austin, Texas"
WalkMe,https://www.linkedin.com/company/walkme/,,...as an invisible layer of visual cues and personalized content placed on top of your website or enterprise software.   WalkMe’s DAP is used by thousands...,Software Development,"San Francisco, California"
Yardi,https://www.linkedin.com/company/yardi/,,"Yardi is dedicated to the design, development, and support of real estate investment management and property management software. We offer full business solutions for every real estate market, including multifamily, single family, affordable, public, senior and military housing as well as office, industrial...",Software Development,"Santa Barbara, CA"
Planet,https://www.linkedin.com/company/planet-labs/,,"...of imaging satellites, as well as online software, tools and analytics needed to deliver data to users. Decision makers in business, government, and within...",Software Development,"San Francisco, California"
Flexera,https://www.linkedin.com/company/flexera/,,Specialties: Software License Optimization,Software Development,"Itasca, Illinois"
Acquia,https://www.linkedin.com/company/acquia/,,The Open Digital Experience Company • Specialties: Drupal Software-as-a-Service,Software Development,"Boston, MA"
Articulate,https://www.linkedin.com/company/articulate/,,"Articulate develops e-learning software, content, and resources that change the way the world learns.   More than 120,000 organizations worldwide, including all 100 of the Fortune 100, have created millions of courses using our online training platform, Articulate 360.   With Articulate 360, e-learning developers get...",Software Development,New York
Bandwidth Inc.,https://www.linkedin.com/company/bandwidth-inc/,,Bandwidth is the universal communications platform that simplifies how businesses deliver integrated global experiences. It's flexible and ready to integrate with your entire communications stack. It's built on our own global network for unmatched reliability. And it's grounded in both telecom and real-world software...,Software Development,"Raleigh, North Carolina"
SS&C Blue Prism,https://www.linkedin.com/company/blue-prism-limited/,,"SS&C Blue Prism fuels the world’s most complex businesses with agentic automation that’s trusted, tested and ready to run. Backed by SS&C Technologies, a $25 billion enterprise, we fuse advanced AI-driven software with deep industry expertise to turn agentic from idea to impact.   Our agents operate where it matters...",Software Development,"Windsor, Connecticut"
Tricentis,https://www.linkedin.com/company/tricentis/,,"Tricentis is a global leader in AI-augmented software quality. The Tricentis AI-based, continuous testing and quality engineering portfolio of products provide a new and fundamentally different way to perform software testing. An approach that’s totally automated, fully codeless, and intelligently driven by AI...",Software Development,"Austin, Texas"
Brain Station 23,https://www.linkedin.com/company/brainstation-23/,,"...into the future. With expertise spanning software development, cloud computing, enterprise-grade mobile applications, AI and machine learning, and blockchain technology...",Software Development,"Springfield, VA"
Exadel,https://www.linkedin.com/company/exadel/,,Exadel is a leading global software consulting and development company that looks beyond the code to maximize the technology-driven business impact...,Software Development,"Walnut Creek, California"
Hudl,https://www.linkedin.com/company/hudl/,,"...of practices and games, powering the industry's ecosystem of film review, recruiting, scouting and more. Our trusted software layers data and analytics onto video...",Software Development,"Lincoln, NE"
Palmetto,https://www.linkedin.com/company/palmetto/,,"...to adopt renewable energy through simple, scalable, and innovative solutions.  We operate at the intersection of B2B and D2C, offering software, financial tools...",Software Development,"Charlotte, North Carolina"
VelocityEHS,https://www.linkedin.com/company/velocityehs/,,"VelocityEHS is the global leader in EHS & Sustainability software, protecting 10+ million workers worldwide. Our Accelerate® Platform—powered by VelocityAI—delivers the future of workplace safety with human-led intelligence across Safety, Ergonomics, Chemical Management, Operational Risk, and more.   Built...",Software Development,"Chicago, IL"
Responsive,https://www.linkedin.com/company/responsiveio/,,"Responsive is the global leader in Strategic Response Management software, transforming how organizations share and exchange critical information. The AI-powered Responsive Platform is purpose-built to manage responses at scale, empowering companies across the world to accelerate growth, mitigate risk, and improve...",Software Development,"Frisco, Texas"
Altium®,https://www.linkedin.com/company/altium/,,Electronics design software for next-generation technologies.,Software Development,"La Jolla, California"
JFrog,https://www.linkedin.com/company/jfrog-ltd/,,On a mission to create a world of software delivered without friction from developer to device.,Software Development,"Sunnyvale, CA"
innRoad,https://www.linkedin.com/company/innroad-inc/,,"innRoad is a Software-as-a-Service (SaaS) hotel software solution that seamlessly integrates property management, global distribution, bookings and marketing–all on a single, easy-to-use platform designed exclusively for independent hoteliers, small hotel chains and hotel management companies.",Software Development,"New York, New York"
Internet Brands,https://www.linkedin.com/company/internet-brands/,,"...more than 250 million monthly visitors and include WebMD, Avvo, CarsDirect, and Fodor's Travel. Meanwhile, our range of web presence software products...",Software Development,"El Segundo, CA"
AccountantsWorld By IRIS,https://www.linkedin.com/company/accountantsworld/,,"Since 2000, AccountantsWorld By IRIS is a leader in providing HR and payroll software for accountants and CPA firms. Our solutions put accountants in control and help them strengthen their client relationships and raise their profits.  Our award-winning Payroll Relief solution includes everything you need for a high...",Software Development,"Hauppauge, NY"
Momentus Technologies,https://www.linkedin.com/company/momentustechnologies/,,Make it momentus • Specialties: Event management software,Software Development,"St Louis, MO"
Katalon,https://www.linkedin.com/company/katalon/,,"Katalon is your AI-augmented test management platform that enables quality assurance, DevOps and software teams of any size to deliver world-class customer experiences.   Companies like yours rely on Katalon to support their AI-augmented development practices with AI-native software testing.  Using Katalon, your teams...",Software Development,"Atlanta, Georgia"
Workable,https://www.linkedin.com/company/workable-software/,,"...for on-the-go management and outstanding customer support. Our software is trusted by over 30,000 companies in more than 100 countries, helping them build high...",Software Development,"Boston, Massachusetts"
Wind River,https://www.linkedin.com/company/wind-river/,,"Leader in delivering software for the intelligent edge, with technology in billions of devices.",Software Development,"Walnut Creek, California"
LambdaTest,https://www.linkedin.com/company/lambdatest/,,"...Selenium, Appium, Playwright, and all major frameworks. AI Agents like HyperExecute and KaneAI bring the power of AI and cloud into your software testing...",Software Development,"San Francisco, California"
Tech9,https://www.linkedin.com/company/tech9/,,"World-class software solutions built by embedded experts, delivered seamlessly with clarity, trust, and consistency.",Software Development,"Lehi, Utah"
Docsumo 📄,https://www.linkedin.com/company/docsumoai/,,Document AI software to make accurate decisions from unstructured documents.,Software Development,New York
Cognite,https://www.linkedin.com/company/cognitedata/,,"Cognite is a global industrial Software-as-a-Service (SaaS) leader, with an eye on the future and a drive to digitalize the industrial world.   We’ve created a new class of industrial software which allows asset-intensive industries to operate more sustainably, securely, and efficiently.   Our core software product...",Software Development,"Tempe, Arizona"
CoreTek Labs,https://www.linkedin.com/company/coreteklabs/,,Your AI Focused Technology Partner for Software Engineering & Innovation!,Software Development,"Bellevue, Washington"
Relativity,https://www.linkedin.com/company/relativityhq/,,"At Relativity, we make software to help users organize data, discover the truth, and act on it. Our SaaS product, RelativityOne, manages large volumes of data and quickly identifies key issues during litigation and internal investigations. We have more than 300,000 users in approximately 40 countries serving thousands...",Software Development,"Chicago, IL"
Solera Fleet Solutions,https://www.linkedin.com/company/solerafleetsolutions/,,Solera Fleet Solutions offers the only complete fleet intelligence software platform. Serving the largest for-hire and private fleets in the transportation...,Software Development,"Westlake, Texas"
KANINI,https://www.linkedin.com/company/kanini/,,Redefining Excellence. Your Partner in Sustainable Software Development.,Software Development,"Nashville, Tennessee"
Liferay,https://www.linkedin.com/company/liferay-inc-/,,Build digital solutions your way using the world's most flexible digital experience platform • Specialties: software,Software Development,"Diamond Bar, CA"
Adit,https://www.linkedin.com/company/grow-with-adit/,,"All-in-one Software Platform Elevating Practices Towards Efficiency, Growth and Excellent Patient Care.",Software Development,Remote
CallHub,https://www.linkedin.com/company/callhub.io/,,...of communication tools helps facilitate this.   Our call center software enables unlimited agents to connect with people over a call to have personalized one-on-one...,Software Development,"Washington, District of Columbia"
Vertex Inc.,https://www.linkedin.com/company/vertex-inc./,,"..., comply and grow with confidence.   Our software, content and services address the increasing complexities of global commerce and compliance by reducing friction, enhancing transparency and enabling greater confidence in meeting indirect tax obligations. As a result, our software is ubiquitous within our customers...",Software Development,"King of Prussia, PA"
"KMS Technology, Inc.",https://www.linkedin.com/company/kms-technology/,,KMS is a strategic product development partner helping businesses turn bold ideas into high-impact software - faster. Our mission is to accelerate innovation...,Software Development,"Atlanta, Georgia"
CloudBees,https://www.linkedin.com/company/cloudbees/,,"The most open and flexible enterprise DevOps solution.  CloudBees enables enterprises to deliver scalable, compliant, and secure software, empowering...",Software Development,"San Jose, California"
Feufo,https://www.linkedin.com/company/feufo/,,AI-powered software for skill verification and hiring automation,Software Development,"Dover, Delaware"
Fieldwire by Hilti,https://www.linkedin.com/company/fieldwirebyhilti/,,The all-in-one jobsite management software for field to office communication.,Software Development,"San Francisco, California"
AssetWorks Inc,https://www.linkedin.com/company/assetworks-inc/,,"..., reduce operational complexity, and manage regulatory and policy-driven risk.  Leveraging a comprehensive portfolio of software and consulting solutions...",Software Development,"Wayne, PA"
SmartBear,https://www.linkedin.com/company/smartbear/,,"SmartBear is pioneering innovation in software quality, embracing AI’s transformative potential. The company’s solutions, powered by SmartBear AI, give software development teams around the world visibility and automation that provide end-to-end quality.  SmartBear is trusted by over 16 million developers, testers...",Software Development,"Somerville, MA"
Housecall Pro,https://www.linkedin.com/company/housecallpro/,,"..., and more profitable.  But we’re more than just software—we’re a movement. We #ChampionTheTrades by providing the tools, resources, training, and community...",Software Development,"Denver, Colorado"
Ascendion,https://www.linkedin.com/company/ascendion/,,A leading provider of AI-first software engineering services,"Technology, Information and Internet","Basking Ridge, NJ"
Komodo Health,https://www.linkedin.com/company/komodo-health/,,...Health software platform provides access to a broader array of healthcare stakeholders in over fifty therapeutic areas. Our comprehensive Healthcare Map™ helps...,Software Development,"New York, NY"
"Stem, Inc.",https://www.linkedin.com/company/stem-inc/,,"...energy assets. Our integrated software suite, PowerTrack, is the industry-standard and best-in-class for asset monitoring, supported by professional and managed...",Software Development,"Houston, Texas"
Eton Solutions LP,https://www.linkedin.com/company/eton-solutions/,,"Eton Solutions is an ERP software product (AtlasFive and EtonAI) and services company founded to handle the complexities of servicing Family Offices, Wealth...",Software Development,"Morrisville, North Carolina"
BairesDev,https://www.linkedin.com/company/bairesdev/,,"BairesDev is your expert partner that works alongside clients to build high-quality software solutions with speed and precision.  It's our mission to generate lasting value by tackling our clients’ business challenges. Drawing on the top 1% of tech talent from the Americas and the Caribbean, our team executes scalable...",IT Services and IT Consulting,"San Francisco, California"
Entrata,https://www.linkedin.com/company/entratasoftware/,,"Founded in 2003, Entrata® is the only comprehensive property management software provider with a single-login, open-access platform. Offering a wide variety...",Software Development,"Lehi, UT"
BayOne Solutions,https://www.linkedin.com/company/bayone-solutions/,,"BayOne is a minority-owned Technology and Talent Solutions Partner with a global footprint, headquartered in the San Francisco Bay Area. We excel at bridging talent and technology gaps, building strong teams in Project & Program Management, Cloud Computing, IT Infrastructure, Big Data, Software Engineering, User...",IT Services and IT Consulting,"Pleasanton, CA"
Strategic Systems International,https://www.linkedin.com/company/strategic-systems-international/,,An advanced analytics and software engineering firm that builds data-driven applications for tech companies,Software Development,"Chicago, IL"
Eagleview,https://www.linkedin.com/company/eagleview-technologies-inc/,,"Geospatial software, aerial imagery and analytics",Software Development,"Rochester, New York"
Locus Technologies,https://www.linkedin.com/company/locus-technologies/,,"Locus Technologies is the only scientist-driven software company at the nexus of analytical and field data management, Environmental, Health, and Safety (EHS) compliance, and sustainability. Locus software manages air, water, waste, energy, emissions, site, and incident data within a configurable platform for risk...",Software Development,"Mountain View, CA"
ClearCompany,https://www.linkedin.com/company/clearcompany-talent-management-software/,,"ClearCompany is a full-spectrum Talent Management platform designed to enhance every step of the employee lifecycle. Featuring a best-in-class ATS and LMS, our unique approach puts a company's mission at the center of every client’s people processes. As the only HR software provider unifying Recruiting, Onboarding...",Software Development,"Lewiston, Maine"
Xebia,https://www.linkedin.com/company/xebia/,,"Xebia is a globally recognized leader in consulting, software engineering, and training, helping organizations advance in an AI-driven world. For more than 25 years, we have partnered with enterprises to drive innovation, create new opportunities, and gain competitive advantage.   With a team of over 5,500 Xebians...",IT Services and IT Consulting,"Atlanta, Georgia"
NLB Services,https://www.linkedin.com/company/nlb-services/,,"Founded in 2007, NLB Services is one of the fastest-growing global providers of IT staffing, digital workforce solutions, and technology talent services. We help organizations scale with Data & AI talent, Cloud & Infrastructure, Software & Product Engineering expertise, delivering transformative outcomes across...",IT Services and IT Consulting,"Alpharetta, Georgia"
Xoriant,https://www.linkedin.com/company/xoriant/,,"For over 35 years, Xoriant has been a trusted digital engineering specialist helping Fortune 500 companies accelerate their journey to becoming Software...",IT Services and IT Consulting,"Sunnyvale, CA"
Mitchell Martin Inc.,https://www.linkedin.com/company/mitchell-martin/,,"..., software engineering to healthcare, finance, legal, and beyond. Whether it’s a short-term contract, a permanent placement, or building a full project team...",Staffing and Recruiting,"New York, New York"
HackerRank,https://www.linkedin.com/company/hackerrank/,,Change the world to value skills over pedigree • Specialties: Recruiting Software,Software Development,"Cupertino, California"
React Jobs,https://www.linkedin.com/company/react-jobs/,,"...of the incredible things people are saying about us:  ""Thanks for all you do. I owe this phase of my career to it.""  - Anthony Bullard, Software Engineer at Google  ""Super cool to have you direct message me about jobs!"" - Adrian Mui, Application Team Lead  ""I'm a long-time follower"" - Eugene Kagan, Senior Software...",Staffing and Recruiting,"Tampa, Florida"
Stack Overflow,https://www.linkedin.com/company/stack-overflow/,,Stack Overflow empowers the world to develop technology through collective knowledge • Specialties: Software Engineering,Software Development,"New York, NY"
Hyqoo,https://www.linkedin.com/company/hyqoocom/,,"Hyqoo (Hi-Q) is a Talent Cloud Platform providing global, remote, vetted talent on demand across Data, Cloud, Cybersecurity, Software, and Product Engineering. To learn more about Hyqoo, please visit https://www.hyqoo.com.",IT Services and IT Consulting,"Basking Ridge, New Jersey"
BlackStone eIT,https://www.linkedin.com/company/blackstoneeit/,,"Blackstone eIT is a leading System Integrator (SI) and Independent Software Vendor (ISV), globally dedicated to engineering transformative enterprise solutions and intelligent design. Our core focus is on delivering innovative, customized technology that enables clients to evolve into digital-first, data-informed...",IT Services and IT Consulting,"Seattle, Washington"
Daxko,https://www.linkedin.com/company/daxko/,,"...and wellness centers worldwide trust Daxko’s software solutions to optimize operations and elevate member experiences.   - 25 million+ members globally are served by Daxko's technology and support solutions.   - 55 countries benefit from Daxko's software and services, promoting wellness globally and fostering healthier...",Software Development,"Birmingham, AL"
GEP Worldwide,https://www.linkedin.com/company/gep-worldwide/,,"A Global Supply Chain Software, Strategy Consulting and Managed Services Firm | Leader in AI-Powered Transformation",Business Consulting and Services,"Clark, New Jersey"
Recruit CRM,https://www.linkedin.com/company/recruitcrm/,,All-in-one Software for Recruitment & Headhunting/Executive Search Firms.  Trusted by agencies in more than 100 countries.  Recruit CRM builds cloud-based software for the global Recruitment & Staffing industry. We are on a mission to help recruitment firms grow faster with cutting-edge technology.   Recruit CRM helps...,Software Development,"Norwood, New Jersey"
"Fast Enterprises, LLC",https://www.linkedin.com/company/fast-enterprises/,,Tech innovators implementing award-winning software for modern governments,Software Development,"Centennial, CO"
Flexton Inc.,https://www.linkedin.com/company/flexton-inc/,,"...complex business problems and derive maximum benefits from it.  Our primary business entails rendering software development & consulting, staffing of qualified...",IT Services and IT Consulting,"San Jose, California"
Infojini Inc,https://www.linkedin.com/company/infojini-inc/,,"Infojini Inc. delivers innovative IT Services and Solutions to empower startups, Fortune 500 companies, and global enterprises. With 19+ years of experience, we help bridge the gap between ideas and reality through modern, scalable, and secure technologies.  What We Do  ✨ Software Engineering & App Development: ADA...",IT Services and IT Consulting,"Columbia, Maryland"
Peloton Interactive,https://www.linkedin.com/company/peloton-interactive-/,,"Peloton is at the forefront of connected fitness, with a powerful and thriving community with Members across the US, UK, Canada, Germany, and Australia.  Peloton brings together the best equipment, software, content, and instructors to make fitness accessible, effective, and convenient for everyone, while fostering...",Wellness and Fitness Services,New York
Global Payments Inc.,https://www.linkedin.com/company/global-payments/,,"At Global Payments (NYSE : GPN), we empower simple, fast, secure payments for everyone. And to do that, we’ve built a complete, worldwide commerce ecosystem that delivers software and services at scale to millions of companies around the world—from ambitious startups to global enterprises.  Our team of 27,000 experts...",Financial Services,"Atlanta, Georgia"
Avature,https://www.linkedin.com/company/avature/,,"Pioneer of CRM technology for recruiting, Avature is a highly configurable enterprise SaaS platform for talent acquisition and talent management that drives innovation in the HCM software space. Founded by Dimitri Boylan, Avature empowers the leading-edge HR strategies of top industry enterprise companies worldwide...",Software Development,"New York, New York"
Workday Adaptive Planning,https://www.linkedin.com/company/adaptive-insights/,,Software for people who plan.,Software Development,"Pleasanton, California"
Datadog,https://www.linkedin.com/company/datadog/,,"Datadog provides cloud-scale monitoring and security for metrics, traces and logs in one unified platform • Specialties: Software",Software Development,"New York, NY"
Postman,https://www.linkedin.com/company/postman-platform/,,Postman is the world's leading API platform trusted by 40 million users • Specialties: software,Software Development,"San Francisco, California"
Torc Robotics,https://www.linkedin.com/company/torc-robotics/,,"Torc Robotics is a leading autonomous vehicle software company, developing automated Level 4, Class 8 trucks w Daimler.",Software Development,"Blacksburg, VA"
Wizehire,https://www.linkedin.com/company/wizehire/,,"Wizehire is an award-winning, end-to-end hiring platform that marries innovative software with the hands-on expert support you need to grow your team with confidence. Since 2014, Wizehire has been leveling the playing field for growing businesses with our people-first approach to recruiting, engaging, and onboarding...","Technology, Information and Internet","Houston, TX"
Birdeye,https://www.linkedin.com/company/birdeye/,,#1 Agentic Marketing Platform forMulti-location Brands • Specialties: Online Reputation Software,Software Development,"Palo Alto, California"
10Pearls,https://www.linkedin.com/company/10pearls/,,"...expertise in ‎product management, user experience/design, cloud architecture, software development, data insights ‎and intelligence, cybersecurity, emerging...",IT Services and IT Consulting,"Vienna, Virginia"
FlytBase,https://www.linkedin.com/company/flytbase/,,Leading Drone Autonomy Software Platform for Drone Dock Operations.,Software Development,"San Jose, California"
apexanalytix,https://www.linkedin.com/company/apex-analytix/,,"...that customers control – for good.  To create a future where there is… FREEDOM from software tyrants that dictate solutions, …so that the world’s buyers can build...",Software Development,"Greensboro, NC"
Visdum,https://www.linkedin.com/company/visdum/,,Easiest to Use Sales Commission Software,Software Development,"Wilmington, Delaware"
Cloudbeds,https://www.linkedin.com/company/cloudbeds/,,Powering the world's most ambitious hoteliers • Specialties: Software,Hospitality,"San Diego, California"
iRely,https://www.linkedin.com/company/irely/,,"iRely provides best-in-class software for commodity management, petroleum distribution, retail, and agriculture.",Software Development,"Irving, Texas"
VARITE INC,https://www.linkedin.com/company/varite/,,"...sciences, semiconductor, and engineering companies to provide software consulting, team augmentation and key business process outsourcing.  VARITE has ranked #124...",Information Technology & Services,"San Jose, California"
Schweitzer Engineering Laboratories (SEL),https://www.linkedin.com/company/sel/,,"SEL is a globally recognized designer and manufacturer of products and solutions that make electric power safer, more reliable, and more economical.   Legacy  Over forty years after introducing the first digital protective relay, our devices, software, and systems are found in 173 countries around the world...",Utilities,"Pullman, WA"
Resmed,https://www.linkedin.com/company/resmed/,,"We believe shaping a better world starts with better sleep and breathing, which is why we pioneer innovative solutions to help millions of people in more than 140 countries around the world live happier, healthier lives. Our AI-powered digital health solutions, cloud-connected devices and intelligent software make...",Medical Equipment Manufacturing,"San Diego, CA"
Zycus,https://www.linkedin.com/company/zycus/,,Unlock #DeepValueProcurement with our Merlin Agentic AI-powered Source-to-Pay platform • Specialties: Source-to-Pay Procurement Software Suite,Software Development,"Princeton, NJ"
Cohesity,https://www.linkedin.com/company/cohesity/,,Specialties: Software,Software Development,"Santa Clara, California"
insightsoftware,https://www.linkedin.com/company/outcomes-by-insightsoftware/,,Connected Solutions for the Office of the CFO​ • Specialties: MRI Software,Software Development,"Raleigh, North Carolina"
Veryon,https://www.linkedin.com/company/veryonplatform/,,"Veryon is the leading provider of aviation software and information services, trusted by over 5,500 customers, 75,000 maintenance professionals, and more than 100 OEMs in nearly 150 countries. Powered by the world's largest de-identified aviation maintenance dataset, which contains over 80 million events...",Software Development,"San Francisco, California"
Ansys Structures,https://www.linkedin.com/company/structural-analysis/,,"The Ansys structural analysis software suite enables you to solve complex structural engineering problems and make better, faster design decisions.",Software Development,"Canonsburg, PA"
SimplePractice,https://www.linkedin.com/company/simplepractice/,,"Join over 250,000 Health and Wellness professionals in growing their private practice with SimplePractice. The only practice management software that allows you to go fully virtual, in-office, or anywhere in-between. Integrated with telehealth, online booking, paperless intakes, and more.",Software Development,"Santa Monica, California"
Applied Systems,https://www.linkedin.com/company/applied-systems/,,"For more than 40 years, Applied Systems has created innovative technology for the global insurance industry. Today, we are a rapidly growing cloud software leader that is revolutionizing the way insurance agencies and brokers succeed.   We are smart and curious people in a tech-first environment that champions bold...",Software Development,"Chicago, Illinois"
Mediaocean,https://www.linkedin.com/company/mediaocean/,,"Mediaocean is powering the future of the advertising ecosystem with technology that empowers brands and agencies to deliver impactful omnichannel marketing experiences. With over $200 billion in annualized ad spend running through its software products, Mediaocean deploys AI and automation to optimize investments...",Software Development,"New York, NY"
Razer Inc.,https://www.linkedin.com/company/razer/,,"..., software and services.  Razer’s award-winning hardware includes high-performance gaming peripherals and Blade gaming laptops. Razer’s software platform...",Computers and Electronics Manufacturing,"Irvine, CA"
Rexus Group,https://www.linkedin.com/company/rexus-group/,,"Rexus is a global IT Infrastructure Consulting and services company, offering IT Infrastructure services support across IT Domain. i.e. Global Manage Services, IT Professional Services, Software Development, Artificial Intelligence, Automation, etc.    The USP – Rexus provides technology & vendor agnostic solutions...",IT Services and IT Consulting,"Wilmington, Delaware"
The Linux Foundation,https://www.linkedin.com/company/the-linux-foundation/,,A nonprofit organization enabling mass innovation through open source • Specialties: Software,Software Development,"San Francisco, CA"
ŌURA,https://www.linkedin.com/company/oura/,,"..., software development, machine learning, bioscience, sleep, industrial and UX design, production, marketing and customer experience.  We always strive to learn...",Wellness and Fitness Services,"San Francisco, California"
Bottomline,https://www.linkedin.com/company/bottomline-payments/,,Specialties: Enterprise financial software,Software Development,"Portsmouth, NH"
"Integrant, Inc.",https://www.linkedin.com/company/integrant-inc/,,Custom software development. People-to-people focused. Solution-oriented. Food is our language.,Software Development,"San Diego, California"
Procore Technologies,https://www.linkedin.com/company/procore-technologies/,,Powering Data-Driven Construction • Specialties: Construction Software,Software Development,"Carpinteria, CA"
Tech Firefly,https://www.linkedin.com/company/techfirefly/,,"...your customers to make. Our services include:  -Software Development including IOS, C++ and Java Applications -Usability Testing for Hardware and IoT Devices -Testing product features with a focus on the customer experience and usability -Performing QA of internal apps, external apps and software before downstream and end...",Information Technology & Services,"Santa Clara, CA"
Accion Labs,https://www.linkedin.com/company/accionlabs/,,"..., Zinnov Zones and HFS have recognized Accion Labs for its Generative AI services, Software Product Engineering services, and Engineering Research & Development...",Information Technology & Services,"Bridgeville, Pennsylvania"
Microsoft AI Cloud Partner Program,https://www.linkedin.com/company/microsoft-cloud-partner-program/,,"The Microsoft AI Cloud Partner Program provides a comprehensive portfolio of investments for all partner business models, at every stage of maturity, from startups to independent software vendors, services to device partners. With program benefits that scale across the breadth of Microsoft AI Cloud solutions...",Information Technology & Services,"Redmond, Washington"
Tkxel,https://www.linkedin.com/company/tkxel/,,We Engineer AI-Powered Software Solutions,IT Services and IT Consulting,"Reston, VA"
Weave,https://www.linkedin.com/company/getweave/,,"...touchpoint in between, Weave connects the entire customer journey. Weave’s software solutions transform how healthcare businesses attract, communicate with, and engage...",Software Development,"Lehi, Utah"
Automation Anywhere,https://www.linkedin.com/company/automation-anywhere/,,Enterprise AI Agents for every business process • Specialties: Automation Software,Software Development,"San Jose, CA"
Talkdesk,https://www.linkedin.com/company/talkdesk/,,Modern customer service. Your way • Specialties: Computer Software,Software Development,"San Francisco, CA"
Pepper,https://www.linkedin.com/company/pepperinc/,,Specialties: content marketing software,Software Development,"San Francisco, California"
Fleetio,https://www.linkedin.com/company/fleetio/,,"Our software helps organizations around the world track, analyze and improve their fleet operations. We're passionate about making it easy to manage a fleet...",Software Development,"Birmingham, AL"
GeorgiaTEK Systems Inc.,https://www.linkedin.com/company/georgiatek-systems-inc/,,"...and package software deployment, network services, and training.",Information Technology & Services,"Edison, New Jersey"
